A,PTP_RT,F,ED1,AC1_TR,SI	14.2 	: 
A,PTP_RT,F,ED1,AC1_TR,TR	: 	16.2 
A,PTP_RT,F,ED1,AC1_TR,UK	19.6 	: 
A,PTP_RT,F,ED1,AC2,AT	: 	4.9 
A,PTP_RT,F,ED1,AC2,BE	: 	1.4 
A,PTP_RT,F,ED1,AC2,BG	0.0 	: 
A,PTP_RT,F,ED1,AC2,DE	11.1 	15.3 
A,PTP_RT,F,ED1,AC2,EE	0.3 	3.4 
A,PTP_RT,F,ED1,AC2,EL	: 	0.2 
A,PTP_RT,F,ED1,AC2,ES	1.6 	2.5 
A,PTP_RT,F,ED1,AC2,FI	0.7 	0.4 
A,PTP_RT,F,ED1,AC2,FR	1.0 	1.8 
A,PTP_RT,F,ED1,AC2,HU	: 	0 
A,PTP_RT,F,ED1,AC2,IT	0.2 	0.0 
A,PTP_RT,F,ED1,AC2,LT	0.5 	: 
A,PTP_RT,F,ED1,AC2,LU	: 	1.8 
A,PTP_RT,F,ED1,AC2,LV	0.0 	: 
A,PTP_RT,F,ED1,AC2,NO	:U 	0 
A,PTP_RT,F,ED1,AC2,PL	1.7 	0.6 
A,PTP_RT,F,ED1,AC2,RO	: 	0.1 
A,PTP_RT,F,ED1,AC2,RS	: 	0.4 
A,PTP_RT,F,ED1,AC2,SI	8.5 	: 
A,PTP_RT,F,ED1,AC2,TR	: 	1.6 
A,PTP_RT,F,ED1,AC2,UK	0.7 	: 
A,PTP_RT,F,ED1,AC212,AT	: 	0 
A,PTP_RT,F,ED1,AC212,BE	: 	0.1 
A,PTP_RT,F,ED1,AC212,BG	0.0 	: 
A,PTP_RT,F,ED1,AC212,DE	7.2 	10.3 
A,PTP_RT,F,ED1,AC212,EE	0.0 	3.4 
A,PTP_RT,F,ED1,AC212,EL	: 	0 
A,PTP_RT,F,ED1,AC212,ES	0.2 	0.3 
A,PTP_RT,F,ED1,AC212,FI	0.3 	0 
A,PTP_RT,F,ED1,AC212,FR	0.2 	0.1 
A,PTP_RT,F,ED1,AC212,HU	: 	0 
A,PTP_RT,F,ED1,AC212,IT	0.1 	0.0 
A,PTP_RT,F,ED1,AC212,LT	0.3 	: 
A,PTP_RT,F,ED1,AC212,LU	: 	0.3 
A,PTP_RT,F,ED1,AC212,LV	0.0 	: 
A,PTP_RT,F,ED1,AC212,NO	:U 	0 
A,PTP_RT,F,ED1,AC212,PL	1.4 	0.3 
A,PTP_RT,F,ED1,AC212,RO	: 	0.0 
A,PTP_RT,F,ED1,AC212,RS	: 	0.4 
A,PTP_RT,F,ED1,AC212,SI	8.5 	: 
A,PTP_RT,F,ED1,AC212,TR	: 	0.4 
A,PTP_RT,F,ED1,AC212,UK	0.2 	: 
A,PTP_RT,F,ED1,AC21A,AT	: 	0 
A,PTP_RT,F,ED1,AC21A,BE	: 	0.3 
A,PTP_RT,F,ED1,AC21A,BG	0.0 	: 
A,PTP_RT,F,ED1,AC21A,DE	6.8 	9.3 
A,PTP_RT,F,ED1,AC21A,EE	0.0 	0 
A,PTP_RT,F,ED1,AC21A,EL	: 	0 
A,PTP_RT,F,ED1,AC21A,ES	0.7 	0.2 
A,PTP_RT,F,ED1,AC21A,FI	0.3 	0 
A,PTP_RT,F,ED1,AC21A,FR	0.2 	0.2 
A,PTP_RT,F,ED1,AC21A,HU	: 	0 
A,PTP_RT,F,ED1,AC21A,IT	0.2 	0 
A,PTP_RT,F,ED1,AC21A,LT	0.5 	: 
A,PTP_RT,F,ED1,AC21A,LU	: 	0.7 
A,PTP_RT,F,ED1,AC21A,LV	0.0 	: 
A,PTP_RT,F,ED1,AC21A,NO	:U 	0 
A,PTP_RT,F,ED1,AC21A,PL	1.1 	0.1 
A,PTP_RT,F,ED1,AC21A,RO	: 	0 
A,PTP_RT,F,ED1,AC21A,RS	: 	0 
A,PTP_RT,F,ED1,AC21A,SI	3.0 	: 
A,PTP_RT,F,ED1,AC21A,TR	: 	0.8 
A,PTP_RT,F,ED1,AC21A,UK	0.1 	: 
A,PTP_RT,F,ED1,AC22,AT	: 	4.9 
A,PTP_RT,F,ED1,AC22,BE	: 	1.0 
A,PTP_RT,F,ED1,AC22,BG	0.0 	: 
A,PTP_RT,F,ED1,AC22,DE	1.3 	3.2 
A,PTP_RT,F,ED1,AC22,EE	0.3 	0 
A,PTP_RT,F,ED1,AC22,EL	: 	0.2 
A,PTP_RT,F,ED1,AC22,ES	0.9 	2.2 
A,PTP_RT,F,ED1,AC22,FI	0.3 	0.4 
A,PTP_RT,F,ED1,AC22,FR	0.8 	1.5 
A,PTP_RT,F,ED1,AC22,HU	: 	0 
A,PTP_RT,F,ED1,AC22,IT	0.0 	0.0 
A,PTP_RT,F,ED1,AC22,LT	0.0 	: 
A,PTP_RT,F,ED1,AC22,LU	: 	0.8 
A,PTP_RT,F,ED1,AC22,LV	0.0 	: 
A,PTP_RT,F,ED1,AC22,NO	: 	0 
A,PTP_RT,F,ED1,AC22,PL	0.1 	0.3 
A,PTP_RT,F,ED1,AC22,RO	: 	0.0 
A,PTP_RT,F,ED1,AC22,RS	: 	0 
A,PTP_RT,F,ED1,AC22,SI	0.0 	: 
A,PTP_RT,F,ED1,AC22,TR	: 	0.5 
A,PTP_RT,F,ED1,AC22,UK	0.4 	: 
A,PTP_RT,F,ED1,AC3,AT	: 	100 
A,PTP_RT,F,ED1,AC3,BE	: 	94.9 
A,PTP_RT,F,ED1,AC3,BG	96.7 	: 
A,PTP_RT,F,ED1,AC3,DE	91.0 	88.6 
A,PTP_RT,F,ED1,AC3,EE	98.4 	96.3 
A,PTP_RT,F,ED1,AC3,EL	: 	96.8 
A,PTP_RT,F,ED1,AC3,ES	97.4 	96.2 
A,PTP_RT,F,ED1,AC3,FI	99.2 	96.6 
A,PTP_RT,F,ED1,AC3,FR	98.8 	96.8 
A,PTP_RT,F,ED1,AC3,HU	: 	97.5 
A,PTP_RT,F,ED1,AC3,IT	98.2 	97.9 
A,PTP_RT,F,ED1,AC3,LT	98.7 	: 
A,PTP_RT,F,ED1,AC3,LU	: 	97.3 
A,PTP_RT,F,ED1,AC3,LV	97.3 	: 
A,PTP_RT,F,ED1,AC3,NO	:U 	100 
A,PTP_RT,F,ED1,AC3,PL	98.5 	98.6 
A,PTP_RT,F,ED1,AC3,RO	: 	97.3 
A,PTP_RT,F,ED1,AC3,RS	: 	96.0 
A,PTP_RT,F,ED1,AC3,SI	100.0 	: 
A,PTP_RT,F,ED1,AC3,TR	: 	96.5 
A,PTP_RT,F,ED1,AC3,UK	98.5 	: 
A,PTP_RT,F,ED1,AC313,AT	: 	33.5 
A,PTP_RT,F,ED1,AC313,BE	: 	69.8 
A,PTP_RT,F,ED1,AC313,BG	78.9 	: 
A,PTP_RT,F,ED1,AC313,DE	43.8 	54.4 
A,PTP_RT,F,ED1,AC313,EE	72.2 	48.2 
A,PTP_RT,F,ED1,AC313,EL	: 	84.7 
A,PTP_RT,F,ED1,AC313,ES	76.4 	70.8 
A,PTP_RT,F,ED1,AC313,FI	72.2 	66.9 
A,PTP_RT,F,ED1,AC313,FR	74.5 	55.0 
A,PTP_RT,F,ED1,AC313,HU	: 	82.6 
A,PTP_RT,F,ED1,AC313,IT	78.1 	68.3 
A,PTP_RT,F,ED1,AC313,LT	62.8 	: 
A,PTP_RT,F,ED1,AC313,LU	: 	69.3 
A,PTP_RT,F,ED1,AC313,LV	83.9 	: 
A,PTP_RT,F,ED1,AC313,NO	:U 	100 
A,PTP_RT,F,ED1,AC313,PL	81.6 	76.7 
A,PTP_RT,F,ED1,AC313,RO	: 	82.2 
A,PTP_RT,F,ED1,AC313,RS	: 	78.1 
A,PTP_RT,F,ED1,AC313,SI	85.0 	: 
A,PTP_RT,F,ED1,AC313,TR	: 	79.0 
A,PTP_RT,F,ED1,AC313,UK	72.6 	: 
A,PTP_RT,F,ED1,AC31A,AT	: 	68.3 
A,PTP_RT,F,ED1,AC31A,BE	: 	81.6 
A,PTP_RT,F,ED1,AC31A,BG	88.7 	: 
A,PTP_RT,F,ED1,AC31A,DE	71.6 	71.1 
A,PTP_RT,F,ED1,AC31A,EE	93.8 	79.1 
A,PTP_RT,F,ED1,AC31A,EL	: 	91.5 
A,PTP_RT,F,ED1,AC31A,ES	92.6 	87.4 
A,PTP_RT,F,ED1,AC31A,FI	91.0 	86.8 
A,PTP_RT,F,ED1,AC31A,FR	91.0 	87.4 
A,PTP_RT,F,ED1,AC31A,HU	: 	89.1 
A,PTP_RT,F,ED1,AC31A,IT	94.2 	94.3 
A,PTP_RT,F,ED1,AC31A,LT	92.3 	: 
A,PTP_RT,F,ED1,AC31A,LU	: 	86.3 
A,PTP_RT,F,ED1,AC31A,LV	84.3 	: 
A,PTP_RT,F,ED1,AC31A,NO	:U 	100 
A,PTP_RT,F,ED1,AC31A,PL	95.0 	94.8 
A,PTP_RT,F,ED1,AC31A,RO	: 	89.9 
A,PTP_RT,F,ED1,AC31A,RS	: 	89.7 
A,PTP_RT,F,ED1,AC31A,SI	89.8 	: 
A,PTP_RT,F,ED1,AC31A,TR	: 	90.9 
A,PTP_RT,F,ED1,AC31A,UK	89.5 	: 
A,PTP_RT,F,ED1,AC321,AT	: 	52.1 
A,PTP_RT,F,ED1,AC321,BE	: 	39.5 
A,PTP_RT,F,ED1,AC321,BG	60.3 	: 
A,PTP_RT,F,ED1,AC321,DE	49.7 	52.3 
A,PTP_RT,F,ED1,AC321,EE	68.1 	40.5 
A,PTP_RT,F,ED1,AC321,EL	: 	72.2 
A,PTP_RT,F,ED1,AC321,ES	72.5 	63.3 
A,PTP_RT,F,ED1,AC321,FI	70.8 	64.0 
A,PTP_RT,F,ED1,AC321,FR	84.7 	74.9 
A,PTP_RT,F,ED1,AC321,HU	: 	55.7 
A,PTP_RT,F,ED1,AC321,IT	89.8 	89.9 
A,PTP_RT,F,ED1,AC321,LT	71.8 	: 
A,PTP_RT,F,ED1,AC321,LU	: 	38.5 
A,PTP_RT,F,ED1,AC321,LV	77.5 	: 
A,PTP_RT,F,ED1,AC321,NO	:U 	50.8 
A,PTP_RT,F,ED1,AC321,PL	66.4 	61.8 
A,PTP_RT,F,ED1,AC321,RO	: 	64.8 
