freq,acl00,quantile,deg_urb,hhtyp,unit,geo\TIME_PERIOD	2015 
A,AC41A,QUINTILE1,DEG2,A2,PC,PL	8.8 u
A,AC41A,QUINTILE1,DEG2,A2,PC,PT	2.5 
A,AC41A,QUINTILE1,DEG2,A2,PC,RO	0.0 
A,AC41A,QUINTILE1,DEG2,A2,PC,RS	6.7 
A,AC41A,QUINTILE1,DEG2,A2,PC,SE	19.9 
A,AC41A,QUINTILE1,DEG2,A2,PC,SI	18.1 
A,AC41A,QUINTILE1,DEG2,A2,PC,SK	11.2 
A,AC41A,QUINTILE1,DEG2,A2,PC,UK	17.1 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,AT	15.5 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,BE	10.1 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,BG	7.2 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,CH	23.6 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,CY	2.0 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,CZ	7.2 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,DE	21.2 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,DK	: u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,EE	18.3 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,EL	8.8 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,ES	7.4 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,EU27_2007	14.4 e
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,EU27_2020	14.6 e
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,EU28	14.4 e
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,FI	31.5 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,FR	17.6 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,HR	8.5 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,HU	3.8 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,IE	18.5 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,IS	28.2 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,IT	10.1 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,LT	: u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,LU	15.9 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,LV	11.8 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,MT	6.9 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,NL	41.5 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,NO	38.1 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,PL	8.7 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,PT	7.8 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,RO	10.4 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,RS	3.3 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,SE	18.9 u
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,SI	30.4 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,SK	6.3 
A,AC41A,QUINTILE1,DEG2,A2_DCH,PC,UK	10.4 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,AT	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,BE	17.7 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,BG	0.0 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,CH	41.3 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,CY	0.0 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,CZ	0 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,DE	10.6 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,DK	: z
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,EE	2.7 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,EL	11.7 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,ES	5.3 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,EU27_2007	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,EU27_2020	8.9 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,EU28	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,FI	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,FR	7.1 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,HR	8.9 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,HU	0.0 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,IE	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,IS	: u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,IT	9.2 
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,LT	: z
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,LU	40.1 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,LV	0 u
A,AC41A,QUINTILE1,DEG2,A_GE3,PC,MT	: u
