freq,acl00,quantile,deg_urb,hhtyp,reason,unit,geo\TIME_PERIOD	2015 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,AT	26.0 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,BE	20.5 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,BG	20.0 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,CY	36.3 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,CZ	44.7 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,DE	21.8 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,EE	13.0 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,EL	69.9 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,ES	21.0 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,FR	20.4 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,HR	8.4 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,HU	35.0 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,IE	14.8 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,IT	13.4 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,LT	26.4 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,LU	4.3 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,LV	24.5 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,MT	43.8 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,PL	30.8 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,PT	22.4 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,RO	31.8 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,SK	37.1 
A,AC41,QUINTILE1,DEG1,A1,NINT,PC,UK	20.1 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,AT	34.3 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,BE	54.4 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,BG	73.8 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,CY	52.2 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,CZ	45.1 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,DE	43.8 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,EE	65.4 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,EL	9.8 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,ES	47.8 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,FR	42.1 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,HR	76.0 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,HU	43.4 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,IE	53.9 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,IT	58.6 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,LT	55.4 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,LU	59.6 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,LV	65.2 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,MT	33.2 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,PL	41.9 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,PT	64.2 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,RO	60.1 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,SK	48.6 
A,AC41,QUINTILE1,DEG1,A1,OTH,PC,UK	47.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,AT	20.3 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,BE	13.1 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,BG	2.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,CY	6.1 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,CZ	3.9 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,DE	13.8 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,EE	5.0 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,EL	11.8 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,ES	9.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,FR	20.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,HR	4.4 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,HU	13.3 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,IE	10.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,IT	17.3 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,LT	12.4 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,LU	10.9 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,LV	6.8 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,MT	13.7 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,PL	9.3 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,PT	9.3 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,RO	8.0 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,SK	8.5 
A,AC41,QUINTILE1,DEG1,A1,TIME,PC,UK	16.9 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,AT	31.9 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,BE	34.5 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,BG	17.5 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,CY	31.2 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,CZ	58.7 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,DE	25.1 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,EE	9.4 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,EL	70.1 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,ES	23.2 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,FR	19.3 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,HR	13.9 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,HU	30.0 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,IE	23.5 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,IT	19.7 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,LT	16.0 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,LU	6.5 u
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,LV	35.2 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,MT	49.7 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,PL	34.5 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,PT	27.9 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,RO	22.0 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,SK	34.6 
A,AC41,QUINTILE1,DEG1,A2,NINT,PC,UK	22.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,AT	28.2 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,BE	50.3 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,BG	79.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,CY	55.3 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,CZ	34.6 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,DE	42.5 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,EE	59.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,EL	8.3 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,ES	53.3 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,FR	40.2 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,HR	77.8 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,HU	51.3 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,IE	49.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,IT	52.9 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,LT	48.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,LU	75.1 u
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,LV	44.2 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,MT	30.2 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,PL	41.9 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,PT	54.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,RO	68.4 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,SK	48.7 
A,AC41,QUINTILE1,DEG1,A2,OTH,PC,UK	41.3 
A,AC41,QUINTILE1,DEG1,A2,TIME,PC,AT	28.0 
